product_id,product_name,reviewText,sentiment,rating,reviewDate
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kemasan rusak",negative,2,2024-06-11 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"harga sesuai kualitas",positive,4,2024-06-09 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"recommended sekali",positive,5,2024-06-09 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasa autentik",positive,4,2024-06-08 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasanya kurang enak",negative,2,2024-06-08 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kecewa dengan kualitas",negative,1,2024-06-08 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk original dan fresh",positive,4,2024-06-08 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasanya enak sekali",positive,4,2024-06-07 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kemasan rapi",positive,4,2024-06-07 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"akan beli lagi",positive,5,2024-06-07 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"tidak seperti yang diharapkan",negative,1,2024-06-06 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"aromanya sangat harum",negative,4,2024-06-06 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk original dan fresh",positive,4,2024-06-06 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"sangat puas dengan produk ini",positive,5,2024-06-06 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk oke",positive,3,2024-06-05 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kemasan rapi",positive,5,2024-06-05 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasanya enak sekali",positive,5,2024-06-05 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk original dan fresh",positive,5,2024-06-05 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasa autentik",positive,4,2024-06-05 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kemasan rapi",positive,5,2024-06-04 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"recommended sekali",positive,4,2024-06-04 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"harga sesuai kualitas",positive,4,2024-06-03 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"masih oke untuk harga segini",positive,3,2024-06-03 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk lumayan",positive,3,2024-06-03 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kemasan rapi",positive,5,2024-06-03 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kualitas mantap",positive,4,2024-06-03 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"pengiriman lama",negative,1,2024-06-03 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"pengiriman cepat dan aman",positive,5,2024-06-02 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk oke",positive,3,2024-06-02 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"harga sesuai kualitas",positive,4,2024-06-02 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"biasa saja",neutral,3,2024-06-02 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"tidak seperti yang diharapkan",negative,1,2024-06-02 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasanya enak sekali",positive,4,2024-06-01 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kemasan rapi",positive,5,2024-05-31 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kualitas mantap",positive,5,2024-05-31 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"sangat puas dengan produk ini",positive,5,2024-05-31 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"biasa saja",neutral,3,2024-05-31 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"tidak seperti yang diharapkan",negative,2,2024-05-31 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasa autentik",positive,4,2024-05-30 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kualitas mantap",positive,5,2024-05-30 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasanya kurang enak",negative,2,2024-05-30 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk sangat bagus",positive,5,2024-05-30 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"sesuai deskripsi",positive,3,2024-05-30 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"aromanya sangat harum",negative,4,2024-05-29 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"sangat puas dengan produk ini",positive,4,2024-05-28 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk sangat bagus",positive,4,2024-05-28 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"akan beli lagi",positive,4,2024-05-28 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"sesuai deskripsi",positive,3,2024-05-28 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk original dan fresh",positive,4,2024-05-28 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"pengiriman cepat dan aman",positive,5,2024-05-28 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasanya kurang enak",negative,2,2024-05-27 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"akan beli lagi",positive,4,2024-05-27 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk oke",positive,3,2024-05-27 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk oke",positive,3,2024-05-26 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"tidak seperti yang diharapkan",negative,1,2024-05-26 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"harga sesuai kualitas",positive,4,2024-05-26 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kualitas mantap",positive,5,2024-05-26 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"biasa saja",neutral,3,2024-05-26 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasa autentik",positive,5,2024-05-26 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk original dan fresh",positive,5,2024-05-25 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"pengiriman lama",negative,2,2024-05-25 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasa autentik",positive,5,2024-05-24 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kualitas mantap",positive,4,2024-05-23 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"tidak seperti yang diharapkan",negative,1,2024-05-22 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk sedikit basi",positive,2,2024-05-22 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"sesuai deskripsi",positive,3,2024-05-22 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"pengiriman standar",positive,3,2024-05-22 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"biasa saja",neutral,3,2024-05-22 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasanya enak sekali",positive,5,2024-05-21 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"akan beli lagi",positive,5,2024-05-21 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kualitas mantap",positive,5,2024-05-21 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kemasan rapi",positive,4,2024-05-20 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"recommended sekali",positive,5,2024-05-20 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"pengiriman standar",positive,3,2024-05-19 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kemasan rapi",positive,5,2024-05-19 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kemasan rapi",positive,5,2024-05-18 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk original dan fresh",positive,5,2024-05-18 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasa autentik",positive,5,2024-05-18 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"masih oke untuk harga segini",positive,3,2024-05-18 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kecewa dengan kualitas",negative,1,2024-05-18 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"tidak seperti yang diharapkan",negative,2,2024-05-16 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk sangat bagus",positive,4,2024-05-16 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"masih oke untuk harga segini",positive,3,2024-05-16 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"sangat puas dengan produk ini",positive,4,2024-05-15 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasanya enak sekali",positive,5,2024-05-15 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"masih oke untuk harga segini",positive,3,2024-05-14 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"cukup bagus",positive,3,2024-05-14 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk sangat bagus",positive,5,2024-05-14 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasanya enak sekali",positive,4,2024-05-13 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"barang datang terlambat",negative,2,2024-05-13 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kecewa dengan kualitas",negative,1,2024-05-12 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"recommended sekali",positive,5,2024-05-12 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kemasan rusak",negative,2,2024-05-12 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"sangat puas dengan produk ini",positive,5,2024-05-12 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasa autentik",positive,5,2024-05-12 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"sesuai deskripsi",positive,3,2024-05-11 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk sangat bagus",positive,5,2024-05-10 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kecewa dengan kualitas",negative,1,2024-05-10 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"aromanya sangat harum",negative,5,2024-05-09 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk lumayan",positive,3,2024-05-09 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"pengiriman standar",positive,3,2024-05-08 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"masih oke untuk harga segini",positive,3,2024-05-08 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"sangat puas dengan produk ini",positive,4,2024-05-08 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk sangat bagus",positive,4,2024-05-08 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"recommended sekali",positive,5,2024-05-07 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kemasan rapi",positive,4,2024-05-06 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk tidak sesuai foto",positive,2,2024-05-05 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"cukup bagus",positive,3,2024-05-05 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"pengiriman cepat dan aman",positive,4,2024-05-05 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"tidak ada masalah",negative,3,2024-05-05 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kualitas mantap",positive,5,2024-05-05 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"akan beli lagi",positive,4,2024-05-04 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"biasa saja",neutral,3,2024-05-04 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"sesuai deskripsi",positive,3,2024-05-04 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasanya enak sekali",positive,4,2024-05-03 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kualitas mantap",positive,5,2024-05-03 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasanya kurang enak",negative,1,2024-05-03 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"tidak seperti yang diharapkan",negative,1,2024-05-03 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"masih oke untuk harga segini",positive,3,2024-05-03 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"pengiriman standar",positive,3,2024-05-02 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kualitas mantap",positive,4,2024-05-02 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"akan beli lagi",positive,5,2024-05-01 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"biasa saja",neutral,3,2024-05-01 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kualitas mantap",positive,4,2024-05-01 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasanya kurang enak",negative,2,2024-04-30 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"tidak ada masalah",negative,3,2024-04-30 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"biasa saja",neutral,3,2024-04-30 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"barang datang terlambat",negative,2,2024-04-30 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk lumayan",positive,3,2024-04-29 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"tidak ada masalah",negative,3,2024-04-28 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasa autentik",positive,4,2024-04-28 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kecewa dengan kualitas",negative,2,2024-04-27 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"sangat puas dengan produk ini",positive,4,2024-04-27 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"harga sesuai kualitas",positive,4,2024-04-27 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"sesuai deskripsi",positive,3,2024-04-27 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasa autentik",positive,5,2024-04-27 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kualitas mantap",positive,5,2024-04-26 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kemasan rusak",negative,2,2024-04-26 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"sangat puas dengan produk ini",positive,5,2024-04-26 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"aromanya sangat harum",negative,5,2024-04-25 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kemasan rapi",positive,5,2024-04-25 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kualitas mantap",positive,4,2024-04-25 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"harga sesuai kualitas",positive,4,2024-04-24 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kualitas mantap",positive,4,2024-04-23 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk sangat bagus",positive,4,2024-04-23 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"recommended sekali",positive,5,2024-04-23 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasa autentik",positive,5,2024-04-23 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk original dan fresh",positive,5,2024-04-23 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"sangat puas dengan produk ini",positive,4,2024-04-22 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kemasan rusak",negative,1,2024-04-22 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"rasanya enak sekali",positive,4,2024-04-22 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk oke",positive,3,2024-04-22 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kualitas mantap",positive,5,2024-04-21 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kecewa dengan kualitas",negative,2,2024-04-21 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"tidak ada masalah",negative,3,2024-04-20 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kemasan rusak",negative,2,2024-04-20 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"aromanya sangat harum",negative,5,2024-04-20 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"akan beli lagi",positive,4,2024-04-19 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"barang datang terlambat",negative,2,2024-04-18 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"aromanya sangat harum",negative,4,2024-04-18 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"tidak seperti yang diharapkan",negative,1,2024-04-17 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"sangat puas dengan produk ini",positive,5,2024-04-17 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kemasan rapi",positive,4,2024-04-16 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"produk original dan fresh",positive,5,2024-04-16 00:00:00
dc918575-2a74-4849-ba80-35f0bf1c9393,Bubuk Jahe,"kemasan rusak",negative,1,2024-04-16 00:00:00
