review_id,product_category,product_name,review_text,star_rating,sentiment_label
22,Computers and Laptops,CoolCold Laptop Vacuum Vacum Cooler Cooling Pad Hisap Panas Notebook,"Kualitas barang bagus, harga relatif murah, kiriman super cepat, response penjual baik, recommended seller, bintang 5, terima kasih yah, semoga SUKSES usaha-nya, aamiin ??????.",5,positive
23,Computers and Laptops,Cooling Pad Gaming Ergostand Kipas Pendingin Laptop Big Fan Cooler Pad - KIPAS ERGOSTAND,mantab barang nya oke punya,5,positive
24,Computers and Laptops,Cooler Master Notepal CMC3 Silent Fan Laptop Cooling Pad,"pengiriman cepat, packing rapi, kualitas mantap",5,positive
25,Computers and Laptops,Cooler Master Notepal CMC3 Silent Fan Laptop Cooling Pad,silent dan bagus untuk pekerjaan ringan,5,positive
26,Computers and Laptops,Cooler Master Notepal CMC3 Silent Fan Laptop Cooling Pad,Barang cepat sampai. Kualitas bagus dan pengiriman aman tidak ada yang pecah. Manstapu ??????,5,positive
27,Computers and Laptops,Cooler Master Notepal CMC3 Silent Fan Laptop Cooling Pad,"Bagus, berkualitas, sesuai gbr. Makasih Seller, Tokped dan Kurir",5,positive
28,Computers and Laptops,"cooling pad laptop tahan 24 jam 6.000 Rpm angin TOPAN - Gambar no 1, Bening","mantap kipasnya kenceng, barangnya berkualitas sesuai sama harga",5,positive
29,Computers and Laptops,"cooling pad laptop tahan 24 jam 6.000 Rpm angin TOPAN - Gambar no 1, Bening",mantap proses pengerjaan dan pengiriman juga barang sesuai dengan deskripsi,5,positive
30,Computers and Laptops,"cooling pad laptop tahan 24 jam 6.000 Rpm angin TOPAN - Gambar no 1, Bening","mantap kipasnya kenceng, barangnya berkualitas sesuai sama harga",5,positive
31,Computers and Laptops,"cooling pad laptop tahan 24 jam 6.000 Rpm angin TOPAN - Gambar no 1, Bening",Penjualnya Ramah Melayani Pembeli Dengan Sabar dan Memberikan Berbagai Saran Yang Pembeli Tidak Tahu ... Mantap Lah ??????,5,positive
32,Computers and Laptops,"cooling pad laptop tahan 24 jam 6.000 Rpm angin TOPAN - Gambar no 1, Bening","barang sampai dengan cepat, packingnya rapi dan amat sekali, tidak ada bagian acrylic yang pecah. berfungsi dengan baik. semoga awet.",5,positive
33,Computers and Laptops,MacBook Skin Keyboard Protector TRANSPARANT BENING - A2141 A2289,Sangat presisi dan pas,5,positive
34,Computers and Laptops,MacBook Skin Keyboard Protector TRANSPARANT BENING - A2141 A2289,"Puas banget, seller helpfull, sangat responsif dan cepet banget sampai nya, recomended...",5,positive
35,Computers and Laptops,MacBook Skin Keyboard Protector TRANSPARANT BENING - A2141 A2289,"Mantappp, responnya juga memuaskan. sudah dicoba dan dipasang presisi dan nyaman. CAs Juga responsif",5,positive
36,Computers and Laptops,"Logitech Bluetooth Keyboard K380 , K 380 , K-380 - Hitam",Mantap barangnya cepet sampai dan enak digunainnya!,5,positive
37,Computers and Laptops,"Logitech Bluetooth Keyboard K380 , K 380 , K-380 - Hitam","Barang bagus,oke, cepat pengirimannya juga",5,positive
38,Computers and Laptops,"Logitech Bluetooth Keyboard K380 , K 380 , K-380 - Hitam","Pengiriman cepat, seller responsif ??",5,positive
39,Computers and Laptops,Wireless Keyboard i8 Mini TouchPad Mouse 2.4G Handheld PC Android TV,Barang berfungsi baik. Pemilik toko sangat responsif dan membantu saat ada sedikit kendala. Sukses tokonya ya gan ??????,5,positive
40,Computers and Laptops,Wireless Keyboard i8 Mini TouchPad Mouse 2.4G Handheld PC Android TV,"seller luar biasa.. packing baik, pengiriman cepat, penting nya barang sesuai deskripsi dan berfungsi. terima kasih..",5,positive
41,Computers and Laptops,Logitech M191 Mouse Wireless Full Size - Mid Grey,Sangat kecewa. Baru 4 bulan scroll sudah rusak.,1,negative
42,Computers and Laptops,Adaptor Charger OriginaL Laptop Asus X441 X441U X441UV X441UA X441S,"jelek, yg pasti jauh dari ori. mousepad jd ga bs dipakai kl di charger, jd getar parah. barang ga sesui foto, kayak barang lapak sebelah yg harga 80rban. padahal sebelumnya pernah beli disini dan bagus,persis spt foto yg ada indikator di ujung charger. makanya order disini lg walaupun sedikit mahal ternyata barangnya tdk sama dgn order sebelumnya",1,negative
43,Computers and Laptops,Kabel Power Adaptor Charger Laptop 3 Lubang,gak bisa di pakai??,1,negative
44,Computers and Laptops,Cooler Master Notepal CMC3 Silent Fan Laptop Cooling Pad,Kecewa parah nggk berkah jualan gitu,1,negative
45,Computers and Laptops,"CASE MACBOOK Clear Bening AIR PRO RETINA TOUCHBAR 11 12 13 15 INCH - AIR 13 A1466, LOGO HOLE",kecewa penjual ga tanggung jawab komplen berhari� gada solusi,1,negative
46,Computers and Laptops,"CASE MACBOOK Clear Bening AIR PRO RETINA TOUCHBAR 11 12 13 15 INCH - AIR 13 A1466, LOGO HOLE","pas beli nanya dulu tipe untuk macbook pro 13inch M1 yang mana di variasi nya, kata penjualnya yang �new pro 13�. pas dateng casing kekecilan karena salah tipe ternyata. dan penjual pake banyak alesan gamau tanggung jawab padahal yang salah ya yg ngejual. kecewa gamau lagi beli disini ga tanggung jawab.",1,negative
47,Computers and Laptops,CASE MACBOOK Case MATTE BLACK AIR PRO RETINA TOUCHBAR 11 12 13 15 INCH - NEW AIR A2337M1,Barang sampai terlalu lama padahal masih dalam kota. Casing mudah lepas. Jujur mengecewakan.,1,negative
48,Computers and Laptops,Screen Guard (Protector) Anti Gores MacBook - A2141,"kecewa belanja di tempat kamu, lain di pesan lain dikirim ??????",1,negative
49,Computers and Laptops,Screen Guard (Protector) Anti Gores MacBook - A2141,"Tidak ada tissue pembersih, atau alat bantuan lainnya untuk memasang. sangat kecewa",1,negative
50,Computers and Laptops,SanDisk Extreme Pro SDXC UHS-I Card 64GB 170MB/s,"salah beli barang, tp toko tidak ada kompromi sama sekali. Padahal barang masih disegel, kecewa dehhh..",1,negative
51,Computers and Laptops,SanDisk Extreme SDHC UHS-I Card 32GB,Data sering error dan hilang ??,1,negative
52,Computers and Laptops,Logitech MK275 Wireless Keyboard Mouse Combo,"kecewa sama toko official ini ga tau kenapa pesenan pertama ga dikonfirmasi sampe di batalin sistem karena ga direspon sama sekali. pesanan kedua karena disuruh pesan lagi sama tokonya dan cuma dikonfirmasi doang ga dikirim sampe udah tinggal 10 menit sebelum dibatalin sistem lagi tapi untungnya gara chat cs tokopedia akhirnya barang bakalan dikirim didetik terakhir. ga cuma sampe situ aja payahnya barang baru diambil kurir tanggal 5 dan pickup barang sama kurir lebih dari 2 hari, proses kirim pun lemot muter padahal udah lewat depan rumah baru tanggal 9 jam 9 malem paketnya sampe??",1,negative
53,Computers and Laptops,Xiaomi Xiaovv Webcam 1080P USB Camera Full HD with Mic Webcast Live,"Packing seadanya, bubble hanya selapis saja ditambah lapisan plastik, hasilnya barang diterima dalam keadaan patah.",1,negative
54,Computers and Laptops,Xiaomi Xiaovv Webcam 1080P USB Camera Full HD with Mic Webcast Live,Mic dari awal ga nyala,1,negative
55,Computers and Laptops,SanDisk Ultra MicroSD 32GB A1 microSDHC UHS-I micro sd - No Adapter,"KARTU SD NYA CUMA 29,71 GB, KATANYA OFFICIAL, TAPI MALAH MKSOFFICIAL. KECEWA, INI TIDAK ORIGINAL.",1,negative
56,Computers and Laptops,SSD 128GB RX7 GARANSI RESMI 3THN,Kecepatan tdk sesuai dgn deskripsi,1,negative
57,Computers and Laptops,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,tidak berfugsi,1,negative
58,Computers and Laptops,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,"Mouse kurang bagus , Pointer nya gerak gerak sendiri .",1,negative
59,Computers and Laptops,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,infra red nya jelek suka mental ke mana2,1,negative
60,Computers and Laptops,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,Batre tidak sesuai ukuran dan tidak ada nano receiver.,1,negative
61,Computers and Laptops,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,boros batre,1,negative
62,Computers and Laptops,HTB-3100 25km single fiber mode transceiver Optical Media Converter,barang error 1,1,negative
63,Computers and Laptops,Telkomsel Orbit Star 2,"jaringanya ngelek banget lelet mending pake indihome de, nyesel juga beli orbit jaringan ya parah,",1,negative
64,Computers and Laptops,Telkomsel Orbit Star 2,tdk sesuai ekspektasi,1,negative
65,Computers and Laptops,Telkomsel Orbit Star 2,lambat,1,negative
66,Computers and Laptops,Telkomsel Orbit Star 2,Katanya dapat paket 150 GB ternyata setelah di regiatrasi cm 300 mB..,1,negative
67,Computers and Laptops,Telkomsel Orbit Star 2,"tidak bisa di register call center Dan team orbin tidak helpful, untuk sekedar minta info gerai orbin yang buka Dan no Telp suruh cari di google bukannya tidak mau Cari rata2 nomor telp tidak bisa di hubungin jadi apa salahnya memberikan info yang valid menyesal Saya beli orbit call center Dan team orbin tidak helpful, untuk sekedar minta info gerai orbin yang buka Dan no Telp suruh cari di google bukannya tidak mau Cari rata2 nomor telp tidak bisa di hubungin jadi apa salahnya memberikan info yang valid menyesal Saya beli orbit",1,negative
68,Computers and Laptops,Telkomsel Orbit Star 2,Tidak sesuai,1,negative
69,Computers and Laptops,SSD 256GB RX7 SATA,"janji bisa kirim instant segera karena kita mau pakai segera, nyatanya anda tutup toko baru di kirim. paket sampai malam. pas besoknya di coba ternyata SSD nya tidak terbaca. dan bilangnya kirim ke toko agarnbisa di kirim lagi segera yang baru. sama2 di Tangerang ongkos gojek instant 33rb berarti dekat. dan tidak di kirim2 sampaiiii 2 minggu baru di kirim. sangat terlihat sengaja sekali di lama2in. sangat tidak professional dalam berjualan online , anda jual barang rusak pun tidak ada etikat ucapan maaf. dan sebagai penutup yang saya anggap licik dan pelit sekali ongkir nya di suruh kita yang tanggung pas barang sampai. kalau di lihat begini mah lupakan garansi produk yg bakal di ganti baru bila terjadi rusak di kemudian hari...",1,negative
70,Computers and Laptops,SSD 256GB RX7 SATA,"beli 2 SSD, 1 diterima dalam kondisi rusak",1,negative
71,Computers and Laptops,"Usb HUB Vention 4 Port Usb 3.0 2.0 High Speed Power Adapter OTG - CHL 3.0, 0.15m","tidak berfungsi, tapi yaa sudahlah sudah ditambah daya pakai mikro usb cas hp tetap tidak bisa",1,negative
72,Computers and Laptops,"Usb HUB Vention 4 Port Usb 3.0 2.0 High Speed Power Adapter OTG - CHL 3.0, 0.15m",kurang bagus... colok hardisk external tdk terdeteksi..,1,negative
73,Computers and Laptops,"Usb HUB Vention 4 Port Usb 3.0 2.0 High Speed Power Adapter OTG - CHL 3.0, 0.15m","tidak berfungsi, tapi yaa sudahlah sudah ditambah daya pakai mikro usb cas hp tetap tidak bisa",1,negative
74,Computers and Laptops,Mini Keyboard Wireless i8 2.4G Handheld Keyboard For PC Android TV Box,"Produk kurang baik, dan rusak",1,negative
75,Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling","untuk kualitas ternyata sama dengan merk China lain 1080p juga yang harga nya 300rb an, bahkan lebih bagus merk lain di 600rb an. lalu untuk pengiriman lambat sekali dari official store, pesan tgl 27, sampai tgl 1, sehingga saya tdk sempat menggunakan pada zoom meeting dan harus memakai hp. cukup kecewa dengan produk dan pelayanan Logitech. kalau utk keyboard nya dan mouse nya emang cukup bagus bbrp model nya, tapi sy kapok beli disini karena barang akan hanya di proses bbrp jam sblm pembatalan walaupun pesan nya di hari biasa.",1,negative
76,Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling","pengiriman 2 hari terlambat. padahal bilang bakal lgsg dikirim. habis order di chat lgsg ga respon. utk official store brand segede logitech, sungguh mengecewakan.",1,negative
77,Computers and Laptops,Rexus Q20 Mouse Wireless Office Silent Click - Hitam,mousenya kurang responsif. jd harus teken agak kuat,1,negative
78,Computers and Laptops,Rexus Q20 Mouse Wireless Office Silent Click - Hitam,baru pake 2 bulan sensornya udah jelek suka kemana2,1,negative
79,Computers and Laptops,Logitech M191 Mouse Wireless Full Size - Mid Grey,Sangat kecewa. Baru 4 bulan scroll sudah rusak.,1,negative
80,Computers and Laptops,Logitech M191 Mouse Wireless Full Size - Mid Grey,"belom 1 bulan udah gak nyala, baterai udah diganti tetap saja gak nyala. kecewa, udah 2x di kerjain logitech",1,negative
81,Computers and Laptops,Charger Adaptor MacBook Pro 2008 2009 2010 2011 2012 Magsafe 1 60W ORI,"Sangat mengecewakan, barang yg dikirim tidak sesuai konfirmasi, sampai harus bolak-balik 2 kali, saya harus nanggung 6 X ongkos kirim....SANGAT MENGECEWAKAN",1,negative
82,Computers and Laptops,Adaptor Charger Laptop Asus A455LA A455LD A455LB A455 A455L Original,"Kualitas chargeran jelek bangettt, baru tiga Hari pakai sudah rusakk",1,negative
83,Computers and Laptops,Charger Adaptor Laptop Acer Aspire E14 E5-421 E5-431 E5-471 E5-475G,"Pelayanan toko jelek, proses barang lambat, di chat tidak menjawab, barang rata-rata",1,negative
84,Computers and Laptops,CoolCold Laptop Vacuum Vacum Cooler Cooling Pad Hisap Panas Notebook,"Barang Rusak , Ga Guna Sama Sekali ... Parah",1,negative
85,Computers and Laptops,Logitech MK275 Wireless Keyboard Mouse Combo,"cepet rusak, kadang konek kadang engga",3,netral
86,Computers and Laptops,Logitech G102 Lightsync Gaming Mouse [FS] - Hitam,"barang gajelas lama sampai, kotak penyok�",3,netral
87,Computers and Laptops,SanDisk Ultra MicroSD 32GB A1 microSDHC UHS-I micro sd - No Adapter,"SETELAH DICEK TIDAK UTUH 32GB. KOK BISA YA???!!.. KEMANA SISA 3GB NYA MAS/MBA???KRN LAGI BUTUH, YAUDAHLAH CUKUP TAU BELI DISINI. PERTAMA DAN TERAKHIR BELI DISINI.",1,negative
88,Computers and Laptops,SanDisk Ultra MicroSD 32GB A1 microSDHC UHS-I micro sd - No Adapter,Pesanan Saya TIDAK SAMPAI KE ALAMAT!!! SAYA MAU UANG SAYA KEMBALI!! SAYA BELUM MENERIMA PESANAN SAYA,1,negative
89,Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,beli kemasan baru di kirim kemasan lama ! BINTANG 1 KON%TL,1,negative
90,Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,"ANJING TERNYATA PALSU INI BARANG BANGSAT2 AWAS KETIPU OI, YANG ASLI ADA SEGEL DISTRIBUTOR NYA",1,negative
91,Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,BARANG KW JANGAN BELI DISINI,1,negative
92,Computers and Laptops,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,buruk,1,negative
93,Computers and Laptops,SanDisk Cruzer Blade 16GB CZ50 Flashdisk,barang bosok! sekali Pake rusak.. mau claim dijawab berbelit ama adminnya,1,negative
94,Computers and Laptops,Telkomsel Orbit Star 2,"Chat tidak di balas, Kuota yang di janjikan 50gb nya tidak masuk, hancur la Parah parah",1,negative
95,Computers and Laptops,Xiaomi Mi Wifi Wireless Extender Pro Repeater Amplifier R03 Original,GA DIKASIH ADAPTOR GEPENG NYA. KETIPU SAYA,1,negative
96,Computers and Laptops,"Usb HUB Vention 4 Port Usb 3.0 2.0 High Speed Power Adapter OTG - CHL 3.0, 0.15m",jir sehari pake udah rusak :( quality control dong yg bener ahelah,1,negative
97,Computers and Laptops,SSD 256GB RX7 SATA,"Ini gmn, ssd nya gak bisa di pake.... Sy minta ganti...",1,negative
98,Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling","beli mahal2, malah sering tiba2 ngeblur kalau dipakai zoom. terus menghubungi CS nya, suruh klaim garansi aja, minta alamat ga dikasih2. hadeuhh, webcam 1 jutaan kualitas sampah.",1,negative
99,Computers and Laptops,Vention High Speed USB 3.0 Hub for Windows Mac Linux - CHK 0.15 Meter,tidak sesuai gambar.... Janggan percaya ama Seller ini penipu..... kualitas jelek.....,1,negative
100,Computers and Laptops,Laptop Stand Holder Lipat Adjustable Anti Slip Portable Untuk Laptop,"tolong pengiriman punya rasa tanggung jawab, ini paket habis berenang di comberan mana dan gak yakin isinya apakah masih bisa di pakai atau masuk bak sampah",1,negative
101,Computers and Laptops,Rexus GX2 Gladius Pro Gaming Gamepad - Joystick / Stick - Hitam,l2 r2 trigger nya ampas macam ***,1,negative
102,Computers and Laptops,"Samsung MicroSD Evo Plus 32GB 64GB 128GB 256GB 512GB 1TB Memory card - 64 gb, MicroSD Only",jelek,1,negative
103,Computers and Laptops,"SPC Monitor Komputer LED 19 inch HD, Garansi Resmi","Barang SAMPAH ini tidak seharusnya dikirimkan ke alamat saya, akan tetapi di TONG SAMPAH. Sangat MENGECEWAKAN, admin TIDAK MERESPON SAMA SEKALI CHAT SAYA. lihat barang yg dikirimkan, ada dead pixel, LALU LAYAR MONITORNYA KEBALIK. SANGAT MENGECEWAKAN. catatan buat teman-teman yg ingin beli, monitor ini tidak ada audio/speakernya, kualitas layar juga kurang baik. Jika ada rejeki lebih, belilah dengan merek yg bagus. SAYA SANGAT MENYESAL BELANJA DI SINI. SAYA TIDAK MEREKOMENDASIKAN BELANJA DISINI.",1,negative
104,Computers and Laptops,Prolink PRT7011L Portable 4G LTE Modem WiFi Mifi Hotspot - Plus PTC21801,"TidAk jujur dan kelihatan kalau memaksakan barang terjual. Barang dikirim tidak sesuai pesanan. Dan akhirnya pembeli disuruh mengirim barang yg tidak ada solusi barang ada atau tidak, dengan resiko barang yg di foto/ ditawarkan memang sebenarnya mungkin tidak ada.",1,negative
105,Computers and Laptops,Logitech G304 Lightspeed Mouse Gaming Wireless Sensor 12K DPI - Hitam,"Beli tgl 9. Pesanan Selesai tgl 12 dan....mouse rusak tgl 13 gak bisa komplain dari toped lagi. admin ditanyain gmna cara klaim garansi SANGAT TIDAK MEMBANTU, chat hari ini bales besok.da dibales gk di jawab2 lagi",1,negative
106,Computers and Laptops,Digital Aliance Keyboard Gaming Meca Warrior X RGB - Hitam,"GUA BELI DAPETNYA V2, DI DESC GADA PENJELASAN MENGENAI VERSI, BAGUSAN V1 APALAGI RGBNYA RGB V2 BENER BENER CUMA RED GREEN BLUE SISA WARNANYA GAGUNA SWITCH PULLER GADAPET RGB REDUP PULA NGGA ADA PEMBERITAHUAN MENGENAI VERSI KEYBOARDNYA BENER2 KECEWA KAPOK BELI DA Ambil ae v*rt*x v7 tuh bagus drpd ini kecewa mau gua jual lagi pokoknya",1,negative
107,Computers and Laptops,Mouse Gaming/ Gaming Mouse Terlaris HP M160 - USB 1000DPI RGB 3 Button - Putih,"Belanja dari Official Store, kondisi barang diterima seperti sampah dan barang rongsokan. Terima kasih.",1,negative
108,Computers and Laptops,Rexus Mouse Wireless Gaming Avenger 110 - Perak,Ngaco banget pesen mouse tapi gak lengkap. Gak ada penutup batre sama bluetoothnya,1,negative
109,Computers and Laptops,Mouse Gaming HP M150 - 1600DPI USB Wired Macro Programmable - Hitam,Barang emang harga aslinya sekitar 55 an tapi seller sok sok an bikin diskon yg dari 99rb di diskon 59rb.Olshop emang keras,1,negative
110,Computers and Laptops,RAM KINGSTON HYPERX FURY GAMING DDR3 8GB 1600MHz 12800 RAM PC DDR3 8GB,"salah beli gabisa dituker, pas di coba ternyata gabisa pas ditanya ini klaim garansi gimana yang bales malah bot. tai",1,negative
111,Computers and Laptops,KUKE KLS-808 Meja Lipat Laptop /Meja laptop lipat/Oxy Folding Table - Hitam,"sangat tidak puas, baik produknya dan pelayanannya, barang cacat, pada kondisi tertutup saya, mejanya tidak bisa menutup rapat, itu dikarenakan pemasangan engselnya tidak sejajar (1 tinggi, 1 pendek, ini yg menyebabkan listnya sobek, krn dipaksa saat menutup daun mejanya. jadi fix nya ini cacat pabrik bukan masalah pengiriman. dan ternyata komplain ga diterima oleh toko penjual, suruh hubungi sendiri ke kurirnya.",1,negative
112,Computers and Laptops,KUKE KLS-808 Meja Lipat Laptop /Meja laptop lipat/Oxy Folding Table - Hitam,Quality barang jelek. baut lepas terus,1,negative
113,Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",BANYAKK RUSAKK DAN LECET NYAAAA !!!!,1,negative
114,Computers and Laptops,USAMS Memory Card MicroSD CLASS 10 4gb 8gb 16gb 32gb 64gb - 4 gb,"barang pesan 2 yang dateng 1 bayar harga 2 yg dateng 1 makasih ... ga ush dibuktikan ,cek aja pengeluaran barang nya -baru cek pembeli jgn pembeli yang ditanya2 unboxing ga terlalu penting abis2in quota",1,negative
115,Computers and Laptops,Mini Keyboard Wireless i8 2.4G Handheld Keyboard untuk smart tv TV Box - TANPA BUBBLE,"keyboard tdk nyala sama sekali padahal baterai baru dicoba beberapa kali tdk bisa ,memang lebih murah dari toko lain ,barang tdk bisa sama saja bohong",1,negative
116,Computers and Laptops,Mini Keyboard Wireless i8 2.4G Handheld Keyboard untuk smart tv TV Box - TANPA BUBBLE,barang rusak di kirim,1,negative
117,Computers and Laptops,"AONEZ Meja komputer lipat multifungsi, meja komputer portabel - B","Gak bener nih, harusnya yang dateng tuh meja utuh, malah baut2 gak terpasang, dan baut2nya kecil banget... mau dilem ?? ngaco nih ****** !",1,negative
118,Computers and Laptops,Razer Hammerhead Pro V2,driver ngaco bukan tokonya. barang ok. itu smart namanya bengak. gua kasih puas komen jg lu. bintang satunya buat driver. *****,1,negative
119,Computers and Laptops,Windows 10 Pro Original Lisensi - INVOICE,kecewa lah.gk ada penyelesaian.di chat kg di bls di wa kg di bls. lari gitu aj sampah.,1,negative
120,Computers and Laptops,"Logitech C920 Webcam PRO Full HD 1080p Autofocus, Noise-Cancelling","Barang dikirim salah, pesan webcam logitech di logitech official kok bs dikirimmya headphone JBL! Dan penukaran barang butuh 4hari kerja! Sungguh lama",1,negative
121,Computers and Laptops,[FS] Logitech MK275 Wireless Keyboard Mouse Combo,Bagus banget keyboardnya. Packing sangat aman karena double kardus. Warna juga keren.,5,positive
122,Computers and Laptops,Samoon Ace USB Cooling pad / Coolpad / Cooler / Kipas Pendingin Laptop,"AAAA BAGUS BANGET PENGIRIMANNYA CEPATT DAN AMAN JUGA PACKAGING NYA, BISA NYALA JUGA TDI UDH DICOBA,, BELI DGN HARGA RP0 SENENGGGBANGETT",5,positive
123,Computers and Laptops,Charger Adaptor MacBook Pro 2008 2009 2010 2011 2012 Magsafe 1 60W ORI,"Terima Kasihh Boss, Mantappss.. Smoga Lancarr n Berkah Rezekinya..Smngttt Boss ??????",5,positive
124,Computers and Laptops,"cooling pad laptop tahan 24 jam 6.000 Rpm angin TOPAN - Gambar no 1, Bening",barangnya buwaguusss.... sesuai pesanan.... angin nya kencang... seperti angin puting beliung.... laptop ademmmm benerrr,5,positive
125,Computers and Laptops,Xiaomi Xiaovv Webcam 1080P USB Camera Full HD with Mic Webcast Live,"mantap bgt, kualitas beneran sama kaya webcam sejutaan",5,positive
126,Computers and Laptops,Xiaomi Xiaovv Webcam 1080P USB Camera Full HD with Mic Webcast Live,"sampai dengan selamat, mulus dan berfungsi sempurna. Seller mau sabar dikonsultasikan dan mengemas dengan aman. Recommended",5,positive
127,Computers and Laptops,Logitech G102 Lightsync Gaming Mouse [FS] - Hitam,"Proses pesanan dan pengiriman barang cukup cepat, produk sesuai deskripsi, seller responsif, sukses dan tetap jaga protokol kesehatan ya seller! Terima kasih.",5,positive
128,Computers and Laptops,SanDisk Ultra MicroSD 32GB A1 microSDHC UHS-I micro sd - No Adapter,"Penjual ramah, barangnya bagus, sesuai dgn pesanan, packing rapi, padahal cmn pesan 1 ??????????....",5,positive
